,uniprot_id,y_true,y_pred,Tm,prediction
857,3080,0.4166666865348816,0.4717506766319275,50.00000238418579,56.6100811958313
2691,12926,0.4166666865348816,0.5093033909797668,50.00000238418579,61.11640691757202
4969,26356,0.4166666865348816,0.4491454064846039,50.00000238418579,53.897448778152466
1967,8170,0.4166666865348816,0.4229307472705841,50.00000238418579,50.75168967247009
2071,8087,0.4166666865348816,0.4568081796169281,50.00000238418579,54.81698155403137
2427,3378,0.4166666865348816,0.47032079100608826,50.00000238418579,56.43849492073059
4746,28150,0.4166666865348816,0.43531012535095215,50.00000238418579,52.23721504211426
781,661,0.4166666865348816,0.4564327597618103,50.00000238418579,54.771931171417236
2946,10640,0.4166666865348816,0.4167793095111847,50.00000238418579,50.01351714134216
4796,8664,0.4166666865348816,0.4722270965576172,50.00000238418579,56.66725158691406
4756,7227,0.4166666865348816,0.45220494270324707,50.00000238418579,54.26459312438965
1089,19977,0.4166666865348816,0.4480614960193634,50.00000238418579,53.76737952232361
3134,28505,0.4166666865348816,0.432881236076355,50.00000238418579,51.9457483291626
953,8654,0.4166666865348816,0.4529438018798828,50.00000238418579,54.35325622558594
4727,11319,0.4166666865348816,0.46109047532081604,50.00000238418579,55.330857038497925
2271,20933,0.4166666865348816,0.4561520516872406,50.00000238418579,54.73824620246887
399,11771,0.4166666865348816,0.44774574041366577,50.00000238418579,53.72948884963989
773,14122,0.4166666865348816,0.47019943594932556,50.00000238418579,56.42393231391907
3855,3172,0.4166666865348816,0.49163854122161865,50.00000238418579,58.99662494659424
2389,12257,0.4166666865348816,0.4523868262767792,50.00000238418579,54.2864191532135
272,22580,0.4166666865348816,0.47593069076538086,50.00000238418579,57.1116828918457
4031,28057,0.4166666865348816,0.45589736104011536,50.00000238418579,54.70768332481384
72,1710,0.4166666865348816,0.45901381969451904,50.00000238418579,55.081658363342285
3266,27412,0.4166666865348816,0.5509871244430542,50.00000238418579,66.1184549331665
3168,14857,0.4166666865348816,0.4983155429363251,50.00000238418579,59.79786515235901
3872,7911,0.4166666865348816,0.5253695845603943,50.00000238418579,63.044350147247314
1685,14472,0.4166666865348816,0.4641593098640442,50.00000238418579,55.6991171836853
2401,1482,0.4166666865348816,0.45088231563568115,50.00000238418579,54.10587787628174
2296,9661,0.4166666865348816,0.4547377824783325,50.00000238418579,54.5685338973999
4596,1562,0.4166666865348816,0.45017901062965393,50.00000238418579,54.02148127555847
1163,6308,0.4166666865348816,0.4572350084781647,50.00000238418579,54.86820101737976
2651,2215,0.4166666865348816,0.4327079951763153,50.00000238418579,51.92495942115784
3327,27498,0.4166666865348816,0.5018228888511658,50.00000238418579,60.21874666213989
2405,25854,0.4166666865348816,0.45596882700920105,50.00000238418579,54.716259241104126
2658,30594,0.4166666865348816,0.440145879983902,50.00000238418579,52.81750559806824
1232,30889,0.4166666865348816,0.44598013162612915,50.00000238418579,53.5176157951355
3126,24496,0.4166666865348816,0.43276339769363403,50.00000238418579,51.931607723236084
4663,24485,0.4166666865348816,0.4411725401878357,50.00000238418579,52.94070482254028
1139,29232,0.4166666865348816,0.44676101207733154,50.00000238418579,53.611321449279785
2749,11643,0.4166666865348816,0.46094703674316406,50.00000238418579,55.31364440917969
1630,1231,0.4166666865348816,0.4571743607521057,50.00000238418579,54.860923290252686
700,20656,0.4166666865348816,0.4517832398414612,50.00000238418579,54.21398878097534
2633,30853,0.4166666865348816,0.4262678623199463,50.00000238418579,51.152143478393555
3801,875,0.4166666865348816,0.44828149676322937,50.00000238418579,53.793779611587524
1359,29571,0.4166666865348816,0.44737371802330017,50.00000238418579,53.68484616279602
3760,30845,0.4166666865348816,0.4573235511779785,50.00000238418579,54.87882614135742
2046,3418,0.4166666865348816,0.46353819966316223,50.00000238418579,55.62458395957947
3976,11587,0.4166666865348816,0.4293675124645233,50.00000238418579,51.5241014957428
2041,15145,0.4166666865348816,0.4391533434391022,50.00000238418579,52.69840121269226
4244,21010,0.4166666865348816,0.4230065941810608,50.00000238418579,50.760791301727295
1860,7285,0.4166666865348816,0.4139750301837921,50.00000238418579,49.677003622055054
851,20652,0.4166666865348816,0.45638567209243774,50.00000238418579,54.76628065109253
2187,3379,0.4166666865348816,0.45007631182670593,50.00000238418579,54.00915741920471
3000,26668,0.4166666865348816,0.4347626566886902,50.00000238418579,52.17151880264282
4899,30198,0.4166666865348816,0.49247971177101135,50.00000238418579,59.09756541252136
3812,3027,0.4166666865348816,0.4625070095062256,50.00000238418579,55.50084114074707
3993,17358,0.4166666865348816,0.4487704336643219,50.00000238418579,53.85245203971863
1648,27274,0.4166666865348816,0.45979833602905273,50.00000238418579,55.17580032348633
942,6980,0.4166666865348816,0.42437779903411865,50.00000238418579,50.92533588409424
1146,6365,0.4166666865348816,0.4593774974346161,50.00000238418579,55.12529969215393
3406,3035,0.4166666865348816,0.4345725178718567,50.00000238418579,52.1487021446228
2844,11304,0.4166666865348816,0.44672635197639465,50.00000238418579,53.60716223716736
516,9274,0.4166666865348816,0.4680085778236389,50.00000238418579,56.16102933883667
2332,21590,0.4166666865348816,0.4439845085144043,50.00000238418579,53.278141021728516
2234,4694,0.4166666865348816,0.45507970452308655,50.00000238418579,54.609564542770386
1054,19440,0.4166666865348816,0.48738333582878113,50.00000238418579,58.486000299453735
1108,29228,0.4166666865348816,0.4545415937900543,50.00000238418579,54.54499125480652
2637,165,0.4166666865348816,0.5077388882637024,50.00000238418579,60.92866659164429
3050,599,0.4166666865348816,0.4355747699737549,50.00000238418579,52.268972396850586
193,7139,0.4166666865348816,0.46727362275123596,50.00000238418579,56.072834730148315
1444,13104,0.41750001907348633,0.46782419085502625,50.10000228881836,56.13890290260315
2007,21474,0.41750001907348633,0.45639878511428833,50.10000228881836,54.7678542137146
1471,22969,0.41750001907348633,0.4247259199619293,50.10000228881836,50.96711039543152
131,12045,0.41750001907348633,0.43611347675323486,50.10000228881836,52.333617210388184
1145,8294,0.41750001907348633,0.4257284700870514,50.10000228881836,51.08741641044617
1466,26447,0.41750001907348633,0.42615270614624023,50.10000228881836,51.13832473754883
4632,30400,0.41750001907348633,0.44508954882621765,50.10000228881836,53.41074585914612
1151,15504,0.41750001907348633,0.4599669575691223,50.10000228881836,55.19603490829468
260,4843,0.41750001907348633,0.4649854898452759,50.10000228881836,55.798258781433105
2397,1512,0.41750001907348633,0.49458006024360657,50.10000228881836,59.34960722923279
1330,10329,0.41750001907348633,0.44376543164253235,50.10000228881836,53.25185179710388
3026,7505,0.41750001907348633,0.4528982639312744,50.10000228881836,54.34779167175293
4132,10714,0.41750001907348633,0.47000652551651,50.10000228881836,56.4007830619812
570,5057,0.41750001907348633,0.48713549971580505,50.10000228881836,58.456259965896606
4903,7775,0.41750001907348633,0.451457679271698,50.10000228881836,54.17492151260376
207,27430,0.41750001907348633,0.4519762098789215,50.10000228881836,54.23714518547058
2487,6342,0.41750001907348633,0.43378064036369324,50.10000228881836,52.05367684364319
3049,4802,0.41750001907348633,0.46782660484313965,50.10000228881836,56.13919258117676
588,16098,0.41750001907348633,0.4469168484210968,50.10000228881836,53.630021810531616
1284,14500,0.41750001907348633,0.46436917781829834,50.10000228881836,55.7243013381958
