,uniprot_id,y_true,y_pred,Tm,prediction
4844,25171,0.4166666865348816,0.43831366300582886,50.00000238418579,52.59763956069946
3455,165,0.4166666865348816,0.4940482974052429,50.00000238418579,59.28579568862915
3305,19977,0.4166666865348816,0.44397905468940735,50.00000238418579,53.27748656272888
426,21784,0.4166666865348816,0.4279816150665283,50.00000238418579,51.3577938079834
429,30853,0.4166666865348816,0.41604095697402954,50.00000238418579,49.924914836883545
4517,3378,0.4166666865348816,0.4695912003517151,50.00000238418579,56.35094404220581
1554,14857,0.4166666865348816,0.5107773542404175,50.00000238418579,61.2932825088501
1558,1482,0.4166666865348816,0.43643948435783386,50.00000238418579,52.37273812294006
416,1423,0.4166666865348816,0.4721039831638336,50.00000238418579,56.652477979660034
3598,24485,0.4166666865348816,0.4301080107688904,50.00000238418579,51.612961292266846
50,30889,0.4166666865348816,0.44249528646469116,50.00000238418579,53.09943437576294
49,29571,0.4166666865348816,0.438632607460022,50.00000238418579,52.63591289520264
199,8654,0.4166666865348816,0.4394837021827698,50.00000238418579,52.73804426193237
2730,11643,0.4166666865348816,0.45892125368118286,50.00000238418579,55.07055044174194
2995,3418,0.4166666865348816,0.4519621431827545,50.00000238418579,54.23545718193054
3403,28057,0.4166666865348816,0.44870316982269287,50.00000238418579,53.844380378723145
4870,11304,0.4166666865348816,0.4317767024040222,50.00000238418579,51.813204288482666
3817,5390,0.4166666865348816,0.4275205433368683,50.00000238418579,51.302465200424194
4873,28720,0.4166666865348816,0.4357477128505707,50.00000238418579,52.28972554206848
4836,4694,0.4166666865348816,0.44851699471473694,50.00000238418579,53.82203936576843
1040,6980,0.4166666865348816,0.41950783133506775,50.00000238418579,50.34093976020813
278,27555,0.4166666865348816,0.4464315176010132,50.00000238418579,53.57178211212158
2277,10640,0.4166666865348816,0.42092612385749817,50.00000238418579,50.51113486289978
3907,11319,0.4166666865348816,0.4584029018878937,50.00000238418579,55.00834822654724
965,3027,0.4166666865348816,0.4622977077960968,50.00000238418579,55.475724935531616
