,Train_loss,Train_pearson,Train_r2,Valid_loss,Valid_pearson,Valid_r2,Best_epoch
0,0.07840927765308962,"(0.7829276102431464, 0.0)",0.6128255876222635,0.06786173338310039,"(0.7669644073637873, 2.489215169408584e-242)",0.5878130870978535,44
1,0.06322949611677593,"(0.8276444926293566, 0.0)",0.6788714619052674,0.06353409650225302,"(0.8018125455920053, 6.844790560071321e-281)",0.638708275167772,44
2,0.058476831616980786,"(0.8497442097626242, 0.0)",0.7205036142018562,0.060878400167801196,"(0.8189655615907401, 7.880133664664094e-303)",0.6682806836797706,44
3,0.05601993396614072,"(0.8615011847168025, 0.0)",0.7336812882475532,0.05990915412143838,"(0.8276196495029157, 8.372253274e-315)",0.6787592180862198,44
4,0.05429625488632633,"(0.8710204112013997, 0.0)",0.7548619170931655,0.05831977133817011,"(0.8384087304410648, 0.0)",0.6955780785185657,44
5,0.053054022382113854,"(0.8753568879531859, 0.0)",0.7614340781104308,0.057847792760089785,"(0.8376453809039599, 0.0)",0.7004854770463171,44
6,0.05216236769482457,"(0.8822305846655651, 0.0)",0.7781547266206561,0.056740571304779025,"(0.8439488221924136, 0.0)",0.7118413177712246,44
7,0.05128469934173844,"(0.8851352500652413, 0.0)",0.7824600248533387,0.05666531343903263,"(0.8441616924308365, 0.0)",0.7126052096538635,44
8,0.05061936402171978,"(0.8875903925069238, 0.0)",0.7868381816847034,0.05583649498987676,"(0.84931767619009, 0.0)",0.7209509216462165,44
9,0.050150812731136904,"(0.8849345942030156, 0.0)",0.7686183219637459,0.05810468896549325,"(0.8473807354549086, 0.0)",0.6978193415093265,44
10,0.0494525525266982,"(0.8864358380536878, 0.0)",0.7808809637845502,0.0572170180109376,"(0.842565224109748, 0.0)",0.7069817024515344,44
11,0.049506552906805563,"(0.8916954788497791, 0.0)",0.7909168637369947,0.05623216017116751,"(0.8473078112411632, 0.0)",0.7169821456906644,44
12,0.04925301647882143,"(0.8933788915524681, 0.0)",0.7944736955928398,0.05588486158247673,"(0.8511143015708704, 0.0)",0.7204672790842492,44
13,0.04848018180873528,"(0.8956059158300055, 0.0)",0.7973905733425777,0.055574705352616216,"(0.8538247108133488, 0.0)",0.7235614309481031,44
14,0.048286094738335304,"(0.9004316911156667, 0.0)",0.8101738557530254,0.054848199298938694,"(0.8549614546937438, 0.0)",0.7307417357678292,44
15,0.04816865970650914,"(0.8964987042367635, 0.0)",0.8018325925644384,0.05552845190880755,"(0.8540440397417681, 0.0)",0.7240213818687057,44
16,0.047679587740106756,"(0.9011962879475857, 0.0)",0.8086920463540231,0.05520943372157637,"(0.8530851060847109, 0.0)",0.7271833422708665,44
17,0.04745820239756676,"(0.9035302098888156, 0.0)",0.8079209732784945,0.05552347209815819,"(0.8537531301477814, 0.0)",0.7240708843015644,44
18,0.047122969452179565,"(0.9020448862191958, 0.0)",0.8106820134610991,0.055332362540586676,"(0.8524148822273425, 0.0)",0.7259670842092554,44
19,0.04712079798428643,"(0.9043148831907979, 0.0)",0.8163731246320624,0.054954500278170046,"(0.8566091290527693, 0.0)",0.7296970228029686,44
20,0.0467488095508654,"(0.9016584120576134, 0.0)",0.8080284905427099,0.055685450318441,"(0.8547575561430367, 0.0)",0.7224586055240466,44
21,0.04649503143576682,"(0.9044047919588871, 0.0)",0.810798952100953,0.05580873065928256,"(0.853004925593918, 0.0)",0.7212283594534495,44
22,0.04649926831285533,"(0.9073457645972356, 0.0)",0.819528527582342,0.05425279456616088,"(0.859890695994677, 0.0)",0.7365558713218558,44
23,0.04669807280370297,"(0.9054793483381222, 0.0)",0.8196165704051015,0.054853394852066716,"(0.8549814214820164, 0.0)",0.7306907187641859,44
