,Train_loss,Train_pearson,Train_r2,Valid_loss,Valid_pearson,Valid_r2,Best_epoch
0,0.08177971742630169,"(0.773447643757642, 0.0)",0.5979492234950945,0.06853679672872895,"(0.7780728382717177, 7.422176373331804e-254)",0.6039314333872192,37
1,0.06418099000693615,"(0.8159242618842251, 0.0)",0.6626001566348092,0.06291774966604904,"(0.8170680163853561, 2.731230090920261e-300)",0.666213217453067,37
2,0.059858117342790874,"(0.836727116563443, 0.0)",0.698452340417943,0.05926754932539132,"(0.8403357795564788, 0.0)",0.7038193286777477,37
3,0.05723769857122078,"(0.8524833970794204, 0.0)",0.7246378314481148,0.05716919009042311,"(0.8521039418615324, 0.0)",0.7244205380828912,37
4,0.05564408977886272,"(0.8621619968097459, 0.0)",0.7398814978766584,0.05616825504543234,"(0.8593350528068835, 0.0)",0.7339859133140274,37
5,0.054022454345905704,"(0.8650709498904189, 0.0)",0.7480142340035116,0.05587778090220569,"(0.8587032978010587, 0.0)",0.736730178182436,37
6,0.053132954804569275,"(0.8720998324453372, 0.0)",0.7599070256743738,0.053903419382833884,"(0.8696534116955046, 0.0)",0.7550060303196772,37
7,0.052931609901835104,"(0.8768925917266843, 0.0)",0.7688044953538604,0.05346351549708937,"(0.8712313574368693, 0.0)",0.7589884840980738,37
8,0.05193532388590402,"(0.8773803229711309, 0.0)",0.7661350665503357,0.053874825637301754,"(0.8707693036680897, 0.0)",0.7552658766526161,37
9,0.051290027708412234,"(0.8819673343911852, 0.0)",0.770695315893355,0.05354720752239069,"(0.8742982026667641, 0.0)",0.7582333308845272,37
10,0.051136789983797365,"(0.8813702662877855, 0.0)",0.7728664901246929,0.053094512655102774,"(0.8747692551311148, 0.0)",0.7623039066914948,37
11,0.050393026269503316,"(0.8851548870642567, 0.0)",0.777978973999598,0.053079086333743794,"(0.8766995181462816, 0.0)",0.7624420071601693,37
12,0.05046307418225908,"(0.8842113856037043, 0.0)",0.7815649797863362,0.052565938970344,"(0.8758585499761264, 0.0)",0.7670130298191783,37
13,0.04991219292173222,"(0.8882258019027667, 0.0)",0.7876341691457769,0.05318291322600751,"(0.8731520894930211, 0.0)",0.7615117336610973,37
14,0.049416394489385944,"(0.888939952780035, 0.0)",0.7873342535000118,0.05208054339825696,"(0.8802040529254075, 0.0)",0.7712959864829675,37
15,0.049305019457143884,"(0.8931042486107001, 0.0)",0.7967121213466566,0.05104287756619957,"(0.8840112995429203, 0.0)",0.7803187094440218,37
16,0.04894829048036435,"(0.892297686589056, 0.0)",0.7871668099309457,0.05252646112822212,"(0.8810443008528135, 0.0)",0.7673628600331759,37
17,0.04842816694575298,"(0.8927325338786141, 0.0)",0.7968417326355258,0.05178670994624908,"(0.8798274259485717, 0.0)",0.7738693588502823,37
18,0.04871594150511167,"(0.8933628582840609, 0.0)",0.7964266643836686,0.05149788121368119,"(0.8818819323737872, 0.0)",0.7763847113789384,37
19,0.048363870407219525,"(0.8956056477904742, 0.0)",0.7956496971726496,0.052582892387514846,"(0.8798112553276722, 0.0)",0.7668627269481401,37
20,0.04842121738011719,"(0.8966699494957173, 0.0)",0.8010786793315006,0.05109169017612052,"(0.8849408451763259, 0.0)",0.7798983440740046,37
21,0.04788215333243163,"(0.8964402948606877, 0.0)",0.8019414065441212,0.051113989153759566,"(0.8839060053173784, 0.0)",0.7797061740590274,37
22,0.04763244743387938,"(0.8961781045178331, 0.0)",0.8021221069042952,0.0509966282023799,"(0.8841466360669392, 0.0)",0.7807166326174548,37
23,0.04729949834335016,"(0.8992994855989104, 0.0)",0.799871642225241,0.05242650576901558,"(0.8816664195299175, 0.0)",0.768247407501026,37
24,0.047559145309599725,"(0.899560464241503, 0.0)",0.7794772716199889,0.05415453512403902,"(0.8850907624578368, 0.0)",0.7527180388402644,37
25,0.04733051910849442,"(0.8985678874440769, 0.0)",0.8063783499560486,0.05106706599801825,"(0.8840279326340952, 0.0)",0.7801104520603888,37
26,0.04700049994937445,"(0.8987468902893146, 0.0)",0.8066042719255102,0.05167338010676461,"(0.880769174508115, 0.0)",0.7748580057510358,37
27,0.04700389057381743,"(0.9022558614361311, 0.0)",0.8131290529689653,0.05132669634715588,"(0.8823736901801116, 0.0)",0.7778688847335506,37
28,0.04695883947189067,"(0.9016960869504017, 0.0)",0.8127234491701419,0.0506976766504856,"(0.8853166695731386, 0.0)",0.7832800523837045,37
29,0.047129934402002756,"(0.9047170910353385, 0.0)",0.8082659897174037,0.05240719208297013,"(0.881734622572198, 0.0)",0.7684181300574554,37
30,0.04694403980019638,"(0.902691508618791, 0.0)",0.8141314842920573,0.051592667996739575,"(0.8814673638858996, 0.0)",0.7755607825078286,37
31,0.04673270229427711,"(0.8924589568358856, 0.0)",0.780964196748481,0.053712488532179505,"(0.8774003058634469, 0.0)",0.7567385355070603,37
32,0.04710929217122359,"(0.8953677015579813, 0.0)",0.7987426488703959,0.05278065292732357,"(0.8758330334692066, 0.0)",0.7651058029113987,37
33,0.04692333222029111,"(0.8997666358406204, 0.0)",0.8066422101980959,0.05191990475201292,"(0.880189325647625, 0.0)",0.772704653937049,37
34,0.04665080579736486,"(0.9005472914017953, 0.0)",0.8061461326011052,0.052315944222360994,"(0.8798835207741468, 0.0)",0.7692238591724618,37
35,0.046427966066315975,"(0.8953927493383014, 0.0)",0.7867740620756074,0.05385945234695172,"(0.8772293047169919, 0.0)",0.7554055276859029,37
36,0.04662605623672505,"(0.9058196653445629, 0.0)",0.8194754749470639,0.05061356470961893,"(0.8857671248278134, 0.0)",0.7839985739443489,37
37,0.04662858615735319,"(0.9016894601436065, 0.0)",0.8127002665994698,0.05098653148624356,"(0.8838035521893918, 0.0)",0.7808034543632704,37
38,0.04681654649276757,"(0.905464160301544, 0.0)",0.8147774397074206,0.05164443314797219,"(0.8829454299271303, 0.0)",0.7751101788985368,37
39,0.046849637053420504,"(0.9037384554775422, 0.0)",0.8152400438695472,0.05175333283109197,"(0.8808002389117622, 0.0)",0.774160754408718,37
40,0.0463398249544827,"(0.9019147577190985, 0.0)",0.8125559046276227,0.0512538166206268,"(0.8826780527792906, 0.0)",0.7784992560249959,37
41,0.04601202252006027,"(0.9066221648418262, 0.0)",0.8210125972238476,0.051125713549342464,"(0.8831369196564565, 0.0)",0.7796051016234093,37
42,0.04617625990263695,"(0.9082878827198352, 0.0)",0.8142481263224015,0.05216688468013348,"(0.8831173306847875, 0.0)",0.7705370501463201,37
43,0.04642680401022204,"(0.9066746536411298, 0.0)",0.8187211347930439,0.05122285952556615,"(0.8835042680364863, 0.0)",0.7787667415550545,37
44,0.04606719809129649,"(0.9046786773701501, 0.0)",0.8164557868312895,0.05146156842028098,"(0.8819854416251847, 0.0)",0.7766999574512261,37
45,0.046087367835719574,"(0.9080161819387015, 0.0)",0.8176861426899427,0.05187838162397837,"(0.882863210644274, 0.0)",0.7730680659651423,37
46,0.04613240067596793,"(0.9056195189439299, 0.0)",0.8200385730819043,0.051179259922437,"(0.8829325786271716, 0.0)",0.7791432014852686,37
47,0.04608901644308155,"(0.9066588609980415, 0.0)",0.8204615848816603,0.05146464415336921,"(0.8817617231967907, 0.0)",0.7766732616938824,37
48,0.04641775077066325,"(0.9085959152386934, 0.0)",0.8198657793524458,0.05154324455823832,"(0.8831340895292792, 0.0)",0.7759905801847871,37
49,0.046674012814313694,"(0.8990726132820439, 0.0)",0.8050502525582928,0.05349757527719069,"(0.8732300523479135, 0.0)",0.7586813008461218,37
50,0.04684667735468262,"(0.900968237857559, 0.0)",0.8071245250513901,0.052706823777664114,"(0.8773131265647811, 0.0)",0.7657624803630545,37
51,0.04683389522152679,"(0.90145721498392, 0.0)",0.8111138997514697,0.0523051413122577,"(0.8778519202727261, 0.0)",0.7693191548226742,37
52,0.0457933491849587,"(0.9042381072804049, 0.0)",0.8167175639573706,0.05181261831472161,"(0.8801671995077078, 0.0)",0.7736430382849239,37
53,0.046074218997123356,"(0.903671319959186, 0.0)",0.812772111513686,0.053147051370406116,"(0.8746947079028735, 0.0)",0.7618332565860069,37
54,0.04605304669633869,"(0.9044914913839757, 0.0)",0.8137474668933892,0.05263647783337795,"(0.8767967888823379, 0.0)",0.766387321135076,37
55,0.04666893411535468,"(0.902458000465271, 0.0)",0.8136483757033388,0.05168262994625066,"(0.880615819138653, 0.0)",0.7747773926496546,37
56,0.046438372418019756,"(0.9043819216694371, 0.0)",0.8173372454640657,0.05150528157539445,"(0.8811812618850716, 0.0)",0.7763204399440905,37
57,0.046398084900337276,"(0.9050966189501727, 0.0)",0.8168426682140749,0.05178771910507244,"(0.8803090901652703, 0.0)",0.7738605490810175,37
58,0.0460220326413161,"(0.9033545555345917, 0.0)",0.8117629770013906,0.05268283501355721,"(0.8772207656346733, 0.0)",0.7659756500251464,37
59,0.04616729726683986,"(0.9023526051173822, 0.0)",0.8105870105612413,0.05250926267132058,"(0.8776574209948296, 0.0)",0.767515173264993,37
60,0.04612015833589215,"(0.9007965947477156, 0.0)",0.8085264983703535,0.05337797379595716,"(0.8732561424335537, 0.0)",0.7597591043033636,37
61,0.04656323798559661,"(0.8970793704551638, 0.0)",0.8035987114699925,0.05273836485077985,"(0.8752979457726058, 0.0)",0.7654820508190541,37
62,0.04649326115918974,"(0.9002060255670024, 0.0)",0.8049514499447479,0.0529483810655624,"(0.8763585894652388, 0.0)",0.76361052230677,37
63,0.046524625709919686,"(0.9003857580360226, 0.0)",0.8099052020655222,0.05244967016950264,"(0.8765308767177791, 0.0)",0.7680425668008471,37
64,0.046343814150419146,"(0.9044294191186544, 0.0)",0.80977553121074,0.05312653078344977,"(0.8778678087075218, 0.0)",0.7620171379839105,37
65,0.046218385958730665,"(0.9054621598146113, 0.0)",0.8189820098348299,0.05307835533214552,"(0.8733036427329772, 0.0)",0.7624485506005371,37
66,0.046216712268142314,"(0.9055389273958391, 0.0)",0.8183596286511123,0.05263440201241567,"(0.8758960624798897, 0.0)",0.7664057435775975,37
67,0.04641866780224589,"(0.9034823905364983, 0.0)",0.8152019570273632,0.05303057446369679,"(0.8737261578651623, 0.0)",0.7628760397969679,37
68,0.0465107550235364,"(0.8956668787664321, 0.0)",0.7971242235815461,0.053695616976852954,"(0.8726441520425166, 0.0)",0.7568913317433532,37
69,0.046752953434380295,"(0.9037975862442925, 0.0)",0.8158912660007984,0.05183104216949364,"(0.8802495380028686, 0.0)",0.7734820327007017,37
70,0.04664313402380848,"(0.8993329391226451, 0.0)",0.8067798340030596,0.05270593721860362,"(0.8761488285250457, 0.0)",0.7657703620444476,37
71,0.04666651709308338,"(0.9023099344695638, 0.0)",0.8141576628956693,0.05281943147490944,"(0.8747885914118256, 0.0)",0.7647605188089175,37
72,0.046168518536122104,"(0.9018231861356754, 0.0)",0.8079968412255493,0.054184489513440307,"(0.8689508410633927, 0.0)",0.7524444043481135,37
73,0.04645835784807364,"(0.9006625610987713, 0.0)",0.8096302345264236,0.053941893175407464,"(0.8697838652940795, 0.0)",0.7546561691330634,37
74,0.046505822943879005,"(0.9016303281554449, 0.0)",0.7994864163206683,0.05451324208818072,"(0.8725852436447328, 0.0)",0.7494313135939641,37
75,0.04653863052111143,"(0.9030743203312954, 0.0)",0.8152394527806378,0.05286695591912998,"(0.8744388374428795, 0.0)",0.7643370139400535,37
76,0.046167580460719906,"(0.9004768372469558, 0.0)",0.8104271136556509,0.05272612375274741,"(0.8753093617576123, 0.0)",0.765590901658961,37
77,0.046046746698320075,"(0.9049178901372694, 0.0)",0.8187488566592502,0.053294106101847476,"(0.8721725248232113, 0.0)",0.7605134456936987,37
78,0.046549312466808046,"(0.9036508330262267, 0.0)",0.816244629530928,0.05214876699650346,"(0.878055450142518, 0.0)",0.7706964070583951,37
79,0.04629833439634651,"(0.9002114784426463, 0.0)",0.80931681675,0.05334088065650137,"(0.872574255908267, 0.0)",0.7600928819628636,37
80,0.04628386606701232,"(0.9028581835065572, 0.0)",0.81371438903531,0.053253788643574655,"(0.8725656736766523, 0.0)",0.7608756557859327,37
81,0.04618225874315148,"(0.9061097831743811, 0.0)",0.8094379753955643,0.05352048756875493,"(0.8762491701710107, 0.0)",0.7584745538319574,37
