,Train_loss,Train_pearson,Train_r2,Valid_loss,Valid_pearson,Valid_r2,Best_epoch
0,0.07666252082314508,"(0.769582455096832, 0.0)",0.5888277732248419,0.06623181537944445,"(0.7800571991516949, 5.509023329385199e-256)",0.6073327958881073,82
1,0.06515302945357744,"(0.8124097998065019, 0.0)",0.6582883092348364,0.060203392356555946,"(0.8247327013876643, 9.7815913085227e-311)",0.6755608648092484,82
2,0.06108845898879804,"(0.8329997017171595, 0.0)",0.6893052265940314,0.05719964870665743,"(0.842124655326505, 0.0)",0.7071278766645843,82
3,0.05835825667054332,"(0.8492318270671894, 0.0)",0.7184994756551182,0.05475610067330758,"(0.8578740461937245, 0.0)",0.7316161728610557,82
4,0.05621431756495066,"(0.8617226947763339, 0.0)",0.7410103452357336,0.05276827405285864,"(0.8677265266722112, 0.0)",0.7507488986452324,82
5,0.054436747148170934,"(0.8663537153367211, 0.0)",0.7501371222022152,0.0520149484278464,"(0.8711626012815643, 0.0)",0.757814767429809,82
6,0.05345638796684668,"(0.872212151029043, 0.0)",0.7441013282546585,0.053908328244991255,"(0.8680555353913948, 0.0)",0.7398624531809932,82
7,0.052652709050953345,"(0.8743297510347446, 0.0)",0.7643281347682989,0.051788226645505156,"(0.8717363324944848, 0.0)",0.7599214305786514,82
8,0.05207917158317917,"(0.8750246472887342, 0.0)",0.7595026849859392,0.052256581115238815,"(0.8723587495008388, 0.0)",0.7555594229849961,82
9,0.05163091542006138,"(0.8821523019775293, 0.0)",0.7731158131492639,0.05105694972582025,"(0.8774866293982699, 0.0)",0.7666536328769807,82
10,0.050870599116326055,"(0.8843292183458953, 0.0)",0.7684027466214203,0.05293813918231353,"(0.872816139282576, 0.0)",0.7491415986013794,82
11,0.05059456880465259,"(0.8860167466820213, 0.0)",0.7818031206602842,0.05117267083423523,"(0.8766414812370216, 0.0)",0.7655946715824666,82
12,0.049909096938959875,"(0.8870144898958376, 0.0)",0.7832647343342676,0.05076599679687725,"(0.8787758334535523, 0.0)",0.7693055478370168,82
13,0.04955929627592729,"(0.8931635960692261, 0.0)",0.7966760573699966,0.04998514517674061,"(0.8818306221241294, 0.0)",0.7763477744804034,82
14,0.04923172615908834,"(0.8904411415583073, 0.0)",0.7918770531011026,0.04979366219233611,"(0.8825897538218705, 0.0)",0.7780580199013165,82
15,0.04903279807872597,"(0.8976954696482666, 0.0)",0.8003915118673403,0.04989079870707995,"(0.8834727934509392, 0.0)",0.7771912601444277,82
16,0.048835657085952104,"(0.8969089892696729, 0.0)",0.8021667478962126,0.04987711061509195,"(0.8826698797642765, 0.0)",0.7773135019629904,82
17,0.048804848981270216,"(0.8957974648117584, 0.0)",0.8019399711439432,0.04913770063918417,"(0.8857318213042622, 0.0)",0.7838670520419765,82
18,0.04860311140074776,"(0.8991221721632344, 0.0)",0.8009821973921194,0.05017573294484156,"(0.8834166434370656, 0.0)",0.7746390001191364,82
19,0.04836804284038776,"(0.8872083660291696, 0.0)",0.7846453188785654,0.05160323684941577,"(0.8734556664938871, 0.0)",0.7616335121654083,82
20,0.04852538282661506,"(0.8983627393987786, 0.0)",0.805092339273858,0.049578245413484004,"(0.884669323769719, 0.0)",0.7799741932287818,82
21,0.048049661386801376,"(0.8964808028160582, 0.0)",0.8032773042703747,0.04930486699027819,"(0.8848643707927607, 0.0)",0.7823939882258064,82
22,0.04827072843446674,"(0.8976477653939007, 0.0)",0.803713774537365,0.04963585660921888,"(0.8846534098295644, 0.0)",0.7794625484280275,82
23,0.0478170091485548,"(0.8987085460341793, 0.0)",0.8023776827428077,0.049953630821524,"(0.8833208325412568, 0.0)",0.7766296971257063,82
24,0.04772164203744658,"(0.9022666871320386, 0.0)",0.8060654679090854,0.049997833711091406,"(0.8852236483998053, 0.0)",0.7762342110165255,82
25,0.04770512370470624,"(0.9022847543735539, 0.0)",0.8119597440648556,0.048816488756255154,"(0.8873235693844448, 0.0)",0.786683530532136,82
26,0.04728160138657926,"(0.9024694666812539, 0.0)",0.8126450040666474,0.049451088511767716,"(0.8850504293436536, 0.0)",0.7811013805538456,82
